userId,createdAt,text
18022593571466755,2023-01-20T23:16:22.000Z,"Boleh aja ERP, timbal baliknya kendaraan umum harus GRATIS"
17855742071859662,2023-01-18T11:11:14.000Z,lah
17844935213924309,2023-01-18T11:16:01.000Z,Sepeda gowes gk kena kan y broo ??
17858679914874218,2023-01-18T11:16:55.000Z,Beli kuda
17900675228656305,2023-01-18T11:22:19.000Z,Dih
17962362758193845,2023-01-18T11:51:19.000Z,Lama - lama nafas di area Umum juga berbayar 👏 @lala.triv @yulienggarwati 😂
17953169693239692,2023-01-18T11:52:27.000Z,Solusinya adalah kerja remote
17939289734569258,2023-01-18T11:59:53.000Z,"Dengan diimbangi peningkatan kualitas kendaraan umum, aku setuju sih! Yuk, Indonesia Maju 2045!"
17959670696123516,2023-01-18T12:45:44.000Z,Uang lebih manis daripada madu haik haik haik haik haik
18001269337548864,2023-01-18T12:49:38.000Z,Gimana dengan orang yang gaji pas Pasan tapi harus melintas dijalan tersebut?
18204143869229907,2023-01-18T13:14:53.000Z,Semua dimintain duit. Negara kurang duit. Hutang banyak. Rakyat yang dibebani. Jalan bukan tol harus bayar. Mantap 😂
17848049537901333,2023-01-18T13:25:18.000Z,Makin susah aja masyarakat menengah kebawah 🤦
18229907317167937,2023-01-18T13:42:12.000Z,Kalau hitungan pengeluaran nya sama aja.  Saya ttp naik motor aja deh.  Hehehe.
17902458389718895,2023-01-18T14:04:46.000Z,"Ojol, sama kurir2 lain kasian sih"
17992737142658449,2023-01-18T14:27:41.000Z,😂👏
17992714585663404,2023-01-18T14:42:14.000Z,@rahmadi_ikhsan177 kerja 1 jam tidur 5 jam
18039038170419096,2023-01-18T14:48:32.000Z,"Bagus klo bisa di tunjang dgn kendaraan umum. Balik lagi nih,pertanyaan nya apakah bisa mengurangi tumpukan pengendara transportasi umum.Contoh di halte busway.. Sebagus apapun itu halte di revitalisasi. Klo fungsi ny hanya buat menampung tumpukan penumpang masih terbilang gak efisien sih"
18018813331446725,2023-01-18T14:54:18.000Z,"Bakalan banyak yang demo sih ini, apa lagi ojol kurir dll nya 😢😢😢 yang diatas minta dingertiin terus tapi ga pernah ngertiin bagaimana susah nya mempertahankan gaji yang pas""an untuk satu bulan yang banyak keperluan dan harus diperjuangkan terutama kebutuhan keluarga. Anjirrr curhat jadinya 😮😮😮"
17945682272522442,2023-01-18T15:05:58.000Z,Yaudah iyaa.. 😂😂
18250880104124855,2023-01-18T15:32:40.000Z,"Terpenting duitnya buat perbaikan jalan jangan cuma pungut doang fasilitas tetap gak ada perubahan, kendaraan umum yang baik dan aman."
17977541818943333,2023-01-18T15:33:10.000Z,@saefulalimi bener mas...yg lewat cuman owner jakarta alias dki 1 dkk aja yg bayar segitu receh... lha gimana klo kurir mo anter barang.... ojol.... sebagai pencinta ojol jadi harus beralih ke busway dong.... jalan ga bayar aja buswaynya penuh gimana klo bayar duh bakalan mengular antriannya.... dki 1 koq ya  nyusahin rakyatnya... benahin dlu transportasi umum baru maksain kehendak dki 1
17991853744734425,2023-01-18T16:39:01.000Z,"@mahfoedapuyaput gimana ni cuy jalan aja bertarif,semoga pendapatan meningkat cuy apa2 duit ni sekarang😢"
18026599657460574,2023-01-18T18:18:22.000Z,Bakal pake KRL ini mah
17968546255977406,2023-01-18T18:50:10.000Z,Klo jakarta masih macet gimana??? Siapa yg tanggungjawab???
17962222985221617,2023-01-18T21:35:24.000Z,"NegarA paling kocak sedunia dengan peraturannya,.karena peramunya 'mungkin' lulusan fakultas dodol..terima kasih @iwanfals ,.atas ilmunya dengan lagumu..untuk generasi selanjutnya,,please.!.jngan ditiru"
17972184458065777,2023-01-18T22:13:55.000Z,@fatimahlaike iye..kirain w mobil doanx. Kacau bnr y. Mending naik kendaraan umum dh😢
18084891859317232,2023-01-18T23:00:10.000Z,"Buru"" kelar dah ibukota baru..Jakarta mulu yg di cecer #muak"
18012698182469459,2023-01-18T23:57:43.000Z,Mbaaa @indrihastuty17
18001691116585083,2023-01-19T00:00:31.000Z,@dhelovea ga lewat daerah ERP
17926184903636238,2023-01-19T00:09:15.000Z,@indrihastuty17 mt haryono
17924950484533446,2023-01-19T00:18:16.000Z,"Kurangin kemaceran didaerah berbayar, nambah kemacetan ditempat yang free, itu bukan solusi"
17967682367144485,2023-01-19T00:30:53.000Z,Its all about Money bukan solusi kemacetan
18337792591016697,2023-01-19T01:18:06.000Z,Hadoh 😢😢😢😢
17970967019085591,2023-01-19T01:18:10.000Z,P
17987289007761422,2023-01-19T01:26:04.000Z,Protess besar besaran ...kami sebagai ojol tarif minimum 8500..itu jarak bisa lewatin berapa titik jalan bebayar  karena posisi bisa muter belum uang parkir di resto /gedung  kadang cs tidak kasih 😢😢😢😢..parkir sekarang 3 rb per parkir .bagaimana nasih wong cilik kalau seperti ini 🥺🥺
18172110361267539,2023-01-19T02:00:17.000Z,"Saya kok gak yakin bisa mengurangi kemacetan, karena pengendara motor lebih banyak yang berkendara karena 'harus' bukan 'ingin'. Akhirnya, mereka akan bayar tapi tetap akan memenuhi jalanan"
18036559078423460,2023-01-19T02:03:46.000Z,"Setuju. Kalau saya yang hanya lewat jalan yang berbayar, mungkin hanya 2x sehari. Kalau ojol kemungkinan besar berkali2, tidak terbayang biayanya"
17989691914699680,2023-01-19T02:18:11.000Z,"Mekanisme gimana..kaya ojol, opang, kurir.."
18125599333291362,2023-01-19T05:56:53.000Z,"Kasihan para kurir & ojol  kasihan jg saya yg ke kantor menggunakan motor 😂, sedih bnget 😢😢"
18171629215269176,2023-01-19T07:52:31.000Z,Buat modal kampanye nih duitnya 😂😂
17981122177762787,2023-01-19T08:26:14.000Z,Fix harus naik sepeda
18013259314511068,2023-01-19T10:40:17.000Z,"Mohon info, ini berlaku juga untuk mobil dan motor listrik ga ya???"
17987267851806539,2023-01-19T22:38:11.000Z,terus nasib ojol semakin kasian bolak balik anter penumpang 😢
18000879283599570,2023-01-19T22:40:54.000Z,"mau membuat masyarakat menggunakan transportasi umum, tp udah dicek blum sih kelayakannya? masih banyak penumpukan juga kok dan masih ada yg gak nyaman.. solusi terbaik adalah penerapan FWA (flexible working arrangement). jangan hanya diserahkan ke perusahaan, tp diatur pemda. kalo kyk gini kesannya apa2 duiitt.."
17975212405960414,2023-01-20T11:58:48.000Z,Saya sama sekali ngk setuju..
17918021984589300,2023-01-18T04:00:08.000Z,apa2 dipalakin
17950803770407949,2023-01-18T04:52:05.000Z,Cekik truuuusssss... Cari celah utk kuras duit rakyat. Apa blm puas dpt duit dr pajak kendaraan. Ini ini ini parah ni....
17982877969847580,2023-01-18T05:39:21.000Z,"Salut lah sama warga Ibukota, kuat-kuat banget orangnya. Apa dayaku yang seminggu aja udah hampir gila hidup di sana. Semoga banyak rezekinya kalian dan tetap bisa waras. ✊"
17853130172874804,2023-01-18T06:08:27.000Z,"Berarti motor juga boleh dong lewat Tol??? Kan yg penting bayar. Dri pda bikin jalur khsus sepeda, mending jalur khsus motor di jalan TOL tertentu. Aneeeh, dh kyak sarana dan prasarana transportasi umum sudah memadai dan mengcover Masyarakatnya aja.. tepok jidat dh"
17939716637453753,2023-01-18T06:10:24.000Z,Plat merah juga dikenakan aturan yg sama kan..
17949958433403346,2023-01-18T06:58:11.000Z,"Iya pemerintah, tenang, duit gw banyak kok"
18191383834246691,2023-01-18T07:07:42.000Z,Wfo buat apa?? Cc @ecommurz
18254356234193302,2023-01-18T07:12:38.000Z,Wkwkkkkkk... Pajakin semua 😂
18066351733356295,2023-01-18T07:56:01.000Z,Kebijakan kadrun aneh² aja
17891227190696579,2023-01-18T09:28:04.000Z,Lucu bgt sekarang ya
17959940792120217,2023-01-18T09:34:48.000Z,Siap siap saja dilakukan legal action oleh pengendara motor
18011592166518067,2023-01-18T09:57:11.000Z,Peras aja trus pak 😢
18267418882185957,2023-01-18T10:00:02.000Z,Mata duitan bgt dikit dikit bayar
17978173117934003,2023-01-18T10:04:01.000Z,Duitnya trus buat apa?
18262036954187146,2023-01-18T10:06:27.000Z,kendaraan bayar pajak dan berjalan dikenakan biaya😂
18001864480570147,2023-01-18T10:19:02.000Z,Gilak
17939390609444647,2023-01-18T11:14:48.000Z,Jangan suka banyak rapat mangkanya jadi aja keputusannya bikin memberatkan rakyat DKI
18193421017243810,2023-01-18T12:03:00.000Z,Gilak kali yak
17990698288687898,2023-01-18T12:31:17.000Z,Haduhhh makin sana makin sini nggk jelas ternyata peraturannya haduhhhh 😂😂
17892400892757230,2023-01-18T13:05:18.000Z,UDAH MISKIN BANGET KALI ?
17976682468938250,2023-01-18T13:31:56.000Z,bayar UPETI CUAKS
17939091344540658,2023-01-18T15:57:58.000Z,😂...gile bener dahh
18199246795237182,2023-01-18T22:46:26.000Z,"Ga ngerti lagi!!!!!! ""YAUDAAAAAAAAAHHHHHHHHH!!!!"" @deng_one_"
18193848283220078,2023-01-18T23:21:05.000Z,"Harusnya jangan pake solusi jalanan berbayar, harusnya neken pembelian kendaraan baru. Percuma pake solusi jalan berbayar, kalo masyarakat nya aja bisa beli motor baru terus entah cash apa kredit"
17951259461390751,2023-01-19T00:21:11.000Z,Ahh telek
17918472413658585,2023-01-19T00:42:57.000Z,Tutorial menghancurkan negri sendiri & manusia pribumi 👏👏👏
17947465361524817,2023-01-19T01:06:08.000Z,@fqhhhim tunggu komando saya
17873274371817292,2023-01-19T04:18:07.000Z,Gimana nasib kami para ojol kalo jalan pada bayar gini 😭
18003340501520484,2023-01-19T06:36:43.000Z,Tidak setuju
18340923604052197,2023-01-19T07:31:56.000Z,@redyudi iya bnr. Gila bgt hdp di Jkt. Blm macetnya. Blm banjirnya. Blm warganya yg jutek dan semau gue. Hebat yg bs bertahan di Jkt👏
17966045219163742,2023-01-19T08:28:31.000Z,"Terus apa gunanya bayar pajak y kalo masih tetap bayar aja, kalo buat orang yg kaya mah masih gampang lah kita yg gajinya masih di bawah UMR  bahkan ada yg kurang dari 2jt perbulan  gimana nasibnya nanti, kerja di jakarta makin di peras terus kalo ky gitu gx ada hasil mungkin bs gila x mati kelaparan gara gara kudu bayar ini itu."
17876898371762782,2023-01-19T09:12:49.000Z,Ini tujuan supaya apa? Supaya banyak yg wfh?
18338282698062120,2023-01-19T10:17:54.000Z,"Gak usah bayar gitu aja repot, gak ada portalnya klu yg model ERP"
17965430987287385,2023-01-19T12:20:19.000Z,Negara malah meras rakyat..... Dzhalim banget....... Astaghfirullah laknatullah anda wahai penguasa dzhalim.....
17970169204943453,2023-01-19T13:41:05.000Z,Dapat cashback
18062767012330384,2023-01-19T15:04:53.000Z,Negara laen uangnya balik dan dirasakan manafaatnya buat kesejahteraan rakyatnya. Disini mah ujung2nya uangnya buat bancakan koruptor. Lagian udah bagus emang jalan2 yg mo disuruh bayar?
17954413343368282,2023-01-19T15:15:10.000Z,"Gini amat ya wakanda, pinter banget klo soal meras rakyat pake produk rancangan sendiri"
17942194883533662,2023-01-19T16:21:31.000Z,"Semakin kolonialisme saja nampaknya Konoha, mungkin untuk biaya pemanggilan biju 😂👏"
17967546212004870,2023-01-19T16:34:07.000Z,@ahsanfikriy
18091367611313148,2023-01-19T22:14:37.000Z,Jalur sepeda orang kaya ga dikenain biaya juga tah?
17967499298308845,2023-01-19T22:54:45.000Z,@rocknroll.ig saya suka saya suka
17966839460158682,2023-01-19T22:55:27.000Z,@tegar.s__ klo jalanan udh berbayar masih pada bolong tuntut pemerintahan nya
17907017129704483,2023-01-19T23:06:32.000Z,Nih beb @syachrendra28
17949204041451305,2023-01-19T23:55:34.000Z,@damiadimaa besok aku kerja jalan kaki aja
17849114798913225,2023-01-19T23:56:44.000Z,"Welcome to Jakarta, Indonesia."
17960565758504380,2023-01-20T00:34:14.000Z,@syachrendra28 kamu jadi anker aja kayak akuu
