userId,createdAt,text,clean_tagging,remove_character,remove_hastag,tokenizing,clean_comment
17994903973719569,2023-01-10T12:20:40.000Z,"@rianadewi0706 ERP itu d ciptakan supaya masyarakat lebih banyak yg beralih ke angkutan massal, supaya masyarakat berpikir lebih baik naik angkutan masal ketimbang bayar ERP lebih mahal"," ERP itu d ciptakan supaya masyarakat lebih banyak yg beralih ke angkutan massal, supaya masyarakat berpikir lebih baik naik angkutan masal ketimbang bayar ERP lebih mahal",ERP itu d ciptakan supaya masyarakat lebih banyak yg beralih ke angkutan massal supaya masyarakat berpikir lebih baik naik angkutan masal ketimbang bayar ERP lebih mahal,ERP itu d ciptakan supaya masyarakat lebih banyak yg beralih ke angkutan massal supaya masyarakat berpikir lebih baik naik angkutan masal ketimbang bayar ERP lebih mahal,"['erp', 'cipta', 'masyarakat', 'alih', 'angkut', 'massal', 'masyarakat', 'pikir', 'angkut', 'masal', 'ketimbang', 'bayar', 'erp', 'mahal']",erp cipta masyarakat alih angkut massal masyarakat pikir angkut masal ketimbang bayar erp mahal
17875452161805693,2023-01-10T12:42:46.000Z,Apalagi sieee gw aja kaget bayar pajak motor hampir 2jt setahun,,Apalagi sieee gw aja kaget bayar pajak motor hampir 2jt setahun,Apalagi sieee gw aja kaget bayar pajak motor hampir jt setahun,"['sieee', 'aja', 'kaget', 'bayar', 'pajak', 'motor', 'tahun']",sieee aja kaget bayar pajak motor tahun
17965859252132893,2023-01-10T13:41:06.000Z,mantap kang ojol 🔥,,mantap kang ojol,mantap kang ojol,"['mantap', 'kang', 'ojol']",mantap kang ojol
17856715655881242,2023-01-10T13:41:36.000Z,Pajak u apa?😂😂😂😂😂 mgkin untuk naikin gajiiii *****,,Pajak u apa mgkin untuk naikin gajiiii,Pajak u apa mgkin untuk naikin gajiiii,"['pajak', 'mgkin', 'naikin', 'gajiii']",pajak mgkin naikin gajiii
17922850682549458,2023-01-10T14:48:30.000Z,Terus uang ya di kemanain??? Di makan siapa kita yg kerja banting tulang cm buat ngidupin pejabat yg korupsi trus ojol sm taksi on line gimana???,,Terus uang ya di kemanain Di makan siapa kita yg kerja banting tulang cm buat ngidupin pejabat yg korupsi trus ojol sm taksi on line gimana,Terus uang ya di kemanain Di makan siapa kita yg kerja banting tulang cm buat ngidupin pejabat yg korupsi trus ojol sm taksi on line gimana,"['uang', 'kemanain', 'makan', 'banting', 'tulang', 'ngidupin', 'jabat', 'korupsi', 'trus', 'ojol', 'taksi', 'on', 'line', 'gimana']",uang kemanain makan banting tulang ngidupin jabat korupsi trus ojol taksi on line gimana
17978282068803571,2023-01-10T15:18:11.000Z,@virdamulya apa kabarnya dengan ojol? Ini berlaku untuk semua kan? Gimana nasib ojol?, apa kabarnya dengan ojol? Ini berlaku untuk semua kan? Gimana nasib ojol?,apa kabarnya dengan ojol Ini berlaku untuk semua kan Gimana nasib ojol,apa kabarnya dengan ojol Ini berlaku untuk semua kan Gimana nasib ojol,"['kabar', 'ojol', 'laku', 'gimana', 'nasib', 'ojol']",kabar ojol laku gimana nasib ojol
17950040654410748,2023-01-10T17:24:29.000Z,Buat bayar utang negara👏😂,,Buat bayar utang negara,Buat bayar utang negara,"['bayar', 'utang', 'negara']",bayar utang negara
18018082195484354,2023-01-10T17:39:39.000Z,Baguslah lanjutkan sampai pejlan kaki berbayar... Salut buat pemimpin jkt sakerang...,,Baguslah lanjutkan sampai pejlan kaki berbayar Salut buat pemimpin jkt sakerang,Baguslah lanjutkan sampai pejlan kaki berbayar Salut buat pemimpin jkt sakerang,"['bagus', 'lanjut', 'pejlan', 'kaki', 'bayar', 'salut', 'pimpin', 'jkt', 'sakerang']",bagus lanjut pejlan kaki bayar salut pimpin jkt sakerang
17851826576900080,2023-01-10T22:08:42.000Z,"Yg gak setuju pastinya anak buah anis,,,,😂😂. Yg keberatan ingat kata2 anis , alat transportasi yg di miliki orang itu kaki katanya, jadi kalian gak usah ribut😂😂😂",,Yg gak setuju pastinya anak buah anis Yg keberatan ingat kata2 anis alat transportasi yg di miliki orang itu kaki katanya jadi kalian gak usah ribut,Yg gak setuju pastinya anak buah anis Yg keberatan ingat kata anis alat transportasi yg di miliki orang itu kaki katanya jadi kalian gak usah ribut,"['gak', 'tuju', 'pasti', 'anak', 'buah', 'anis', 'berat', 'anis', 'alat', 'transportasi', 'milik', 'kaki', 'gak', 'ribut']",gak tuju pasti anak buah anis berat anis alat transportasi milik kaki gak ribut
18201235213208991,2023-01-10T22:45:59.000Z,mengutangi kemacetab apa menambah kekayaan,,mengutangi kemacetab apa menambah kekayaan,mengutangi kemacetab apa menambah kekayaan,"['utang', 'kemacetab', 'tambah', 'kaya']",utang kemacetab tambah kaya
18264627661186675,2023-01-11T00:12:25.000Z,Makin syulit hidup dijakarta😂,,Makin syulit hidup dijakarta,Makin syulit hidup dijakarta,"['syulit', 'hidup', 'dijakarta']",syulit hidup dijakarta
17961990119186371,2023-01-11T01:47:27.000Z,Pemerintah berbisnis dengan rakyat mulu...heran sama pemerintahan skrng..ini mah calon2 menghirup udara berbayar nanti,,Pemerintah berbisnis dengan rakyat mulu heran sama pemerintahan skrng ini mah calon2 menghirup udara berbayar nanti,Pemerintah berbisnis dengan rakyat mulu heran sama pemerintahan skrng ini mah calon menghirup udara berbayar nanti,"['perintah', 'bisnis', 'rakyat', 'mulu', 'heran', 'perintah', 'skrng', 'calon', 'hirup', 'udara', 'bayar']",perintah bisnis rakyat mulu heran perintah skrng calon hirup udara bayar
18001263097585553,2023-01-11T02:33:19.000Z,"Trus pajak kendaraan yg selalu kita bayar setiap Tahun , di pakai buat apa ?????",,Trus pajak kendaraan yg selalu kita bayar setiap Tahun di pakai buat apa,Trus pajak kendaraan yg selalu kita bayar setiap Tahun di pakai buat apa,"['trus', 'pajak', 'kendara', 'bayar', 'tahun', 'pakai']",trus pajak kendara bayar tahun pakai
17925103763526614,2023-01-11T02:33:42.000Z,"Mulai ngadi2 , kasihan 🤪🤪🤪🤪🤪🤪",,Mulai ngadi2 kasihan,Mulai ngadi kasihan,"['ngadi', 'kasihan']",ngadi kasihan
17977343395824365,2023-01-11T02:57:42.000Z,bisaan nyari proyeknya,,bisaan nyari proyeknya,bisaan nyari proyeknya,"['bisa', 'nyari', 'proyek']",bisa nyari proyek
17966545499154908,2023-01-11T03:21:34.000Z,@and_dri.s buat jajan dpr 😂,.s buat jajan dpr 😂,dri s buat jajan dpr,dri s buat jajan dpr,"['jajan', 'dpr']",jajan dpr
18226650307167198,2023-01-11T03:24:20.000Z,"Positif aja,mungkin setelah itu pajak di hilangkan😂",,Positif aja mungkin setelah itu pajak di hilangkan,Positif aja mungkin setelah itu pajak di hilangkan,"['positif', 'aja', 'pajak', 'hilang']",positif aja pajak hilang
17898163088727493,2023-01-11T03:43:42.000Z,@angga_verddika susah² bayar pajak udah terkumpul malah bagi bonus ke petugas pajakNya, susah² bayar pajak udah terkumpul malah bagi bonus ke petugas pajakNya,verddika susah bayar pajak udah terkumpul malah bagi bonus ke petugas pajakNya,verddika susah bayar pajak udah terkumpul malah bagi bonus ke petugas pajakNya,"['verddika', 'susah', 'bayar', 'pajak', 'udah', 'kumpul', 'bonus', 'tugas', 'pajak']",verddika susah bayar pajak udah kumpul bonus tugas pajak
18041394835409242,2023-01-11T04:15:11.000Z,Nanti hirup udara juga kyakny bakalan berbayar,,Nanti hirup udara juga kyakny bakalan berbayar,Nanti hirup udara juga kyakny bakalan berbayar,"['hirup', 'udara', 'kyakny', 'bayar']",hirup udara kyakny bayar
17913340727607648,2023-01-11T09:07:22.000Z,Ngesot aku,,Ngesot aku,Ngesot aku,['ngesot'],ngesot
18144776014304233,2023-01-11T14:42:02.000Z,Sabar 2024 bentar lagi. Catetin ajah dulu partai dan penjabatnya yg gak mementingkan rakyatnya atau warganya kita bales untuk tidak memilih partainya atau penjabatnya 😁😁😁😂 Biar keok.,,Sabar 2024 bentar lagi Catetin ajah dulu partai dan penjabatnya yg gak mementingkan rakyatnya atau warganya kita bales untuk tidak memilih partainya atau penjabatnya Biar keok,Sabar  bentar lagi Catetin ajah dulu partai dan penjabatnya yg gak mementingkan rakyatnya atau warganya kita bales untuk tidak memilih partainya atau penjabatnya Biar keok,"['sabar', 'bentar', 'catetin', 'ajah', 'partai', 'jabat', 'gak', 'penting', 'rakyat', 'warga', 'bales', 'pilih', 'partai', 'jabat', 'biar', 'keok']",sabar bentar catetin ajah partai jabat gak penting rakyat warga bales pilih partai jabat biar keok
